devices,date,time_slot,kfz_h,sv_h
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-26,08-12,5655.0,1338.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-26,12-16,6701.0,1423.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-26,16-20,7233.0,948.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-26,20-24,2395.0,295.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-27,00-04,722.0,343.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-27,04-08,3343.0,1108.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-27,08-12,6217.0,1138.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-27,12-16,9499.0,1133.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-27,16-20,11007.0,790.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-27,20-24,4313.0,254.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-28,00-04,1050.0,311.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-28,04-08,3748.0,814.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-28,08-12,8816.0,547.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-28,12-16,12210.0,372.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-28,16-20,7325.0,220.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-28,20-24,1910.0,113.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-29,00-04,516.0,78.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-29,04-08,4614.0,97.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-29,08-12,9581.0,133.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-29,12-16,8780.0,148.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-29,16-20,4034.0,108.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-29,20-24,1438.0,100.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-30,00-04,551.0,282.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-30,04-08,3415.0,1372.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-30,08-12,4944.0,1069.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-30,12-16,5210.0,1307.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-30,16-20,4888.0,1042.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-30,20-24,1446.0,345.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-31,00-04,565.0,324.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-31,04-08,3176.0,1382.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-31,08-12,4873.0,1565.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-31,12-16,5564.0,1671.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-31,16-20,5413.0,1068.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-01-31,20-24,1476.0,283.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-01,00-04,620.0,344.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-01,04-08,3148.0,1247.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-01,08-12,5183.0,1487.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-01,12-16,5723.0,1454.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-01,16-20,5832.0,1080.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-01,20-24,1801.0,309.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-02,00-04,544.0,289.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-02,04-08,3153.0,1330.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-02,08-12,4794.0,1250.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-02,12-16,6201.0,1328.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-02,16-20,7079.0,1088.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-02,20-24,2598.0,312.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-03,00-04,686.0,341.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-03,04-08,3471.0,1244.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-03,08-12,6292.0,1304.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-03,12-16,9635.0,1269.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-03,16-20,9886.0,840.0
"9190_MQDZ_AD Inntal_(S)_Kff,DE33,34",2023-02-03,20-24,3036.0,245.0
