devices,date,time_slot,kfz_h,sv_h
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-07,08-12,11953.0,2120.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-07,12-16,12076.0,2042.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-07,16-20,13580.0,1375.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-07,20-24,3862.0,440.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-08,00-04,1167.0,472.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-08,04-08,7100.0,1708.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-08,08-12,12571.0,2120.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-08,12-16,13743.5,2124.5
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-08,16-20,14714.0,1432.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-08,20-24,4717.0,531.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-09,00-04,1167.0,485.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-09,04-08,7503.0,1884.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-09,08-12,14380.0,2193.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-09,12-16,14559.0,2125.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-09,16-20,16165.0,1292.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-09,20-24,5700.0,471.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-10,00-04,1366.0,481.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-10,04-08,8061.5,1689.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-10,08-12,15604.0,2025.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-10,12-16,18524.0,1604.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-10,16-20,18103.0,1070.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-10,20-24,7499.0,424.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-11,00-04,2307.0,563.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-11,04-08,12571.0,1440.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-11,08-12,18012.0,938.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-11,12-16,18746.0,543.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-11,16-20,13338.0,503.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-11,20-24,4170.0,190.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-12,00-04,1296.0,76.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-12,04-08,6110.0,128.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-12,08-12,16931.0,146.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-12,12-16,17478.0,155.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-12,16-20,8475.0,124.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-12,20-24,3548.0,162.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-13,00-04,1027.0,526.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-13,04-08,5905.0,1448.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-13,08-12,11113.0,1384.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-13,12-16,12229.0,1630.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-13,16-20,11856.0,1158.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-13,20-24,3190.0,389.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-14,00-04,951.0,470.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-14,04-08,5863.0,1820.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-14,08-12,10825.0,1930.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-14,12-16,12213.0,2360.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-14,16-20,13344.0,1376.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-14,20-24,3759.0,419.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-15,00-04,1090.0,447.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-15,04-08,6748.0,1885.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-15,08-12,12424.0,2192.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-15,12-16,13180.0,2077.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-15,16-20,14387.0,1518.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-15,20-24,5158.0,481.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-16,00-04,1257.0,485.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-16,04-08,6684.0,1869.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-16,08-12,12942.0,2140.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-16,12-16,14460.0,2083.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-16,16-20,16153.0,1346.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-16,20-24,6088.0,528.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-17,00-04,1432.0,468.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-17,04-08,5690.0,1315.6666666666667
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-17,08-12,13403.0,1882.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-17,12-16,19008.0,1595.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-17,16-20,18678.0,1063.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-17,20-24,8788.0,408.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-18,00-04,2792.0,586.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-18,04-08,13558.0,1231.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-18,08-12,18267.0,931.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-18,12-16,20465.0,508.0
"9171_MQQ37_Sbg_H,DE1,2,3,4",2023-02-18,16-20,12038.0,365.0
