date,time_slot,lt
2024-06-19,12-16,27.92
2024-06-19,16-20,29.57
2024-06-19,20-24,24.57
2024-06-20,00-04,19.84
2024-06-20,04-08,18.21
2024-06-20,08-12,20.98
2024-06-20,12-16,26.13
2024-06-20,16-20,22.2
2024-06-20,20-24,19.89
2024-06-21,00-04,17.56
2024-06-21,04-08,17.47
2024-06-21,08-12,20.5
2024-06-21,12-16,24.62
2024-06-21,16-20,24.24
2024-06-21,20-24,16.09
2024-06-22,00-04,13.44
2024-06-22,04-08,13.78
2024-06-22,08-12,18.63
2024-06-22,12-16,22.2
2024-06-22,16-20,22.04
2024-06-22,20-24,13.46
2024-06-23,00-04,12.5
2024-06-23,04-08,12.31
2024-06-23,08-12,14.14
2024-06-23,12-16,17.33
2024-06-23,16-20,19.82
2024-06-23,20-24,17.52
2024-06-24,00-04,15.4
2024-06-24,04-08,14.66
2024-06-24,08-12,19.91
2024-06-24,12-16,24.67
2024-06-24,16-20,25.05
2024-06-24,20-24,20.58
2024-06-25,00-04,15.28
2024-06-25,04-08,14.52
2024-06-25,08-12,20.6
2024-06-25,12-16,25.85
2024-06-25,16-20,27.75
2024-06-25,20-24,22.59
2024-06-26,00-04,19.18
2024-06-26,04-08,18.18
2024-06-26,08-12,22.49
2024-06-26,12-16,25.53
2024-06-26,16-20,21.4
2024-06-26,20-24,19.05
2024-06-27,00-04,16.86
2024-06-27,04-08,17.45
2024-06-27,08-12,20.67
2024-06-27,12-16,25.16
2024-06-27,16-20,26.53
2024-06-27,20-24,22.34
2024-06-28,00-04,19.98
2024-06-28,04-08,19.77
2024-06-28,08-12,23.72
2024-06-28,12-16,28.92
2024-06-28,16-20,29.69
2024-06-28,20-24,24.14
2024-06-29,00-04,20.03
2024-06-29,04-08,19.7
2024-06-29,08-12,25.8
2024-06-29,12-16,31.68
2024-06-29,16-20,31.25
2024-06-29,20-24,28.5
2024-06-30,00-04,26.57
2024-06-30,04-08,23.93
2024-06-30,08-12,22.64
2024-06-30,12-16,23.31
2024-06-30,16-20,21.26
2024-06-30,20-24,19.78
2024-07-01,00-04,16.47
2024-07-01,04-08,15.9
2024-07-01,08-12,18.68
2024-07-01,12-16,19.13
2024-07-01,16-20,19.18
2024-07-01,20-24,14.58
2024-07-02,00-04,13.31
2024-07-02,04-08,12.83
2024-07-02,08-12,15.26
2024-07-02,12-16,17.44
2024-07-02,16-20,18.07
2024-07-02,20-24,14.97
2024-07-03,00-04,12.98
2024-07-03,04-08,12.76
2024-07-03,08-12,15.17
2024-07-03,12-16,18.19
2024-07-03,16-20,14.73
2024-07-03,20-24,12.59
2024-07-04,00-04,11.04
2024-07-04,04-08,11.38
2024-07-04,08-12,16.39
2024-07-04,12-16,21.46
2024-07-04,16-20,21.61
2024-07-04,20-24,18.21
2024-07-05,00-04,15.3
2024-07-05,04-08,15.05
2024-07-05,08-12,18.02
2024-07-05,12-16,23.74
2024-07-05,16-20,25.17
2024-07-05,20-24,19.31
2024-07-06,00-04,16.15
2024-07-06,04-08,15.06
2024-07-06,08-12,24.38
2024-07-06,12-16,30.44
2024-07-06,16-20,24.67
2024-07-06,20-24,18.64
2024-07-07,00-04,16.03
2024-07-07,04-08,14.68
2024-07-07,08-12,14.04
2024-07-07,12-16,14.57
2024-07-07,16-20,16.39
2024-07-07,20-24,15.58
2024-07-08,00-04,15.25
2024-07-08,04-08,15.59
2024-07-08,08-12,17.65
2024-07-08,12-16,21.06
2024-07-08,16-20,22.51
2024-07-08,20-24,18.9
2024-07-09,00-04,15.44
2024-07-09,04-08,15.26
2024-07-09,08-12,22.69
2024-07-09,12-16,27.86
2024-07-09,16-20,29.02
2024-07-09,20-24,23.64
2024-07-10,00-04,20.8
2024-07-10,04-08,20.23
2024-07-10,08-12,26.61
2024-07-10,12-16,29.01
2024-07-10,16-20,20.54
2024-07-10,20-24,19.14
2024-07-11,00-04,18.0
2024-07-11,04-08,18.23
2024-07-11,08-12,21.4
2024-07-11,12-16,25.93
2024-07-11,16-20,26.81
2024-07-11,20-24,22.1
2024-07-12,00-04,20.84
2024-07-12,04-08,19.8
2024-07-12,08-12,21.82
2024-07-12,12-16,20.48
2024-07-12,16-20,25.23
2024-07-12,20-24,18.34
2024-07-13,00-04,15.68
2024-07-13,04-08,15.58
2024-07-13,08-12,19.33
2024-07-13,12-16,19.65
2024-07-13,16-20,17.88
2024-07-13,20-24,16.62
2024-07-14,00-04,16.1
2024-07-14,04-08,15.96
2024-07-14,08-12,19.07
2024-07-14,12-16,23.72
2024-07-14,16-20,24.47
2024-07-14,20-24,20.64
2024-07-15,00-04,17.45
2024-07-15,04-08,16.83
2024-07-15,08-12,23.4
2024-07-15,12-16,29.3
2024-07-15,16-20,30.5
2024-07-15,20-24,23.87
2024-07-16,00-04,21.19
2024-07-16,04-08,18.82
2024-07-16,08-12,20.57
2024-07-16,12-16,25.68
2024-07-16,16-20,24.02
2024-07-16,20-24,21.01
2024-07-17,00-04,18.33
2024-07-17,04-08,17.39
2024-07-17,08-12,19.35
2024-07-17,12-16,21.74
2024-07-17,16-20,20.64
2024-07-17,20-24,18.77
2024-07-18,00-04,17.15
2024-07-18,04-08,15.51
2024-07-18,08-12,21.46
2024-07-18,12-16,25.87
2024-07-18,16-20,27.24
2024-07-18,20-24,22.3
2024-07-19,00-04,18.0
2024-07-19,04-08,17.32
2024-07-19,08-12,24.07
2024-07-19,12-16,28.48
2024-07-19,16-20,28.64
2024-07-19,20-24,22.75
2024-07-20,00-04,20.69
2024-07-20,04-08,18.01
2024-07-20,08-12,19.29
2024-07-20,12-16,24.34
2024-07-20,16-20,26.49
2024-07-20,20-24,21.15
2024-07-21,00-04,17.76
2024-07-21,04-08,16.69
2024-07-21,08-12,23.81
2024-07-21,12-16,28.88
2024-07-21,16-20,25.1
2024-07-21,20-24,17.45
2024-07-22,00-04,17.3
2024-07-22,04-08,17.27
2024-07-22,08-12,18.08
2024-07-22,12-16,22.61
2024-07-22,16-20,22.07
2024-07-22,20-24,17.93
2024-07-23,00-04,17.08
2024-07-23,04-08,17.18
2024-07-23,08-12,18.14
2024-07-23,12-16,22.38
2024-07-23,16-20,24.71
2024-07-23,20-24,20.01
2024-07-24,00-04,17.41
2024-07-24,04-08,16.31
2024-07-24,08-12,19.51
2024-07-24,12-16,21.36
2024-07-24,16-20,22.0
2024-07-24,20-24,18.53
2024-07-25,00-04,15.55
2024-07-25,04-08,14.32
2024-07-25,08-12,19.79
2024-07-25,12-16,23.69
2024-07-25,16-20,24.15
2024-07-25,20-24,18.25
2024-07-26,00-04,14.26
2024-07-26,04-08,14.14
2024-07-26,08-12,22.37
2024-07-26,12-16,27.31
2024-07-26,16-20,28.27
2024-07-26,20-24,22.11
2024-07-27,00-04,17.87
2024-07-27,04-08,17.5
2024-07-27,08-12,25.83
2024-07-27,12-16,30.68
2024-07-27,16-20,31.07
2024-07-27,20-24,25.19
2024-07-28,00-04,21.39
2024-07-28,04-08,19.88
2024-07-28,08-12,18.33
2024-07-28,12-16,19.98
2024-07-28,16-20,22.7
2024-07-28,20-24,17.51
2024-07-29,00-04,14.08
2024-07-29,04-08,13.37
2024-07-29,08-12,19.44
2024-07-29,12-16,24.77
2024-07-29,16-20,25.67
2024-07-29,20-24,18.05
2024-07-30,00-04,13.19
2024-07-30,04-08,12.52
2024-07-30,08-12,20.61
2024-07-30,12-16,26.98
2024-07-30,16-20,28.97
2024-07-30,20-24,21.89
2024-07-31,00-04,17.69
2024-07-31,04-08,17.22
2024-07-31,08-12,25.24
2024-07-31,12-16,30.84
2024-07-31,16-20,31.47
2024-07-31,20-24,22.14
2024-08-01,00-04,18.8
2024-08-01,04-08,17.45
2024-08-01,08-12,23.5
2024-08-01,12-16,28.13
2024-08-01,16-20,22.93
2024-08-01,20-24,20.93
2024-08-02,00-04,19.64
2024-08-02,04-08,17.81
2024-08-02,08-12,22.11
2024-08-02,12-16,23.33
2024-08-02,16-20,24.32
2024-08-02,20-24,19.14
2024-08-03,00-04,16.83
2024-08-03,04-08,15.73
2024-08-03,08-12,17.66
2024-08-03,12-16,22.07
2024-08-03,16-20,20.26
2024-08-03,20-24,17.2
2024-08-04,00-04,17.04
2024-08-04,04-08,15.93
2024-08-04,08-12,19.6
2024-08-04,12-16,23.85
2024-08-04,16-20,24.07
2024-08-04,20-24,20.11
2024-08-05,00-04,18.44
2024-08-05,04-08,18.18
2024-08-05,08-12,20.23
2024-08-05,12-16,22.96
2024-08-05,16-20,23.95
2024-08-05,20-24,18.95
2024-08-06,00-04,15.58
2024-08-06,04-08,14.41
2024-08-06,08-12,21.33
2024-08-06,12-16,26.49
2024-08-06,16-20,27.68
2024-08-06,20-24,20.86
2024-08-07,00-04,17.23
2024-08-07,04-08,16.27
2024-08-07,08-12,24.43
2024-08-07,12-16,24.69
2024-08-07,16-20,23.27
2024-08-07,20-24,19.73
2024-08-08,00-04,18.23
2024-08-08,04-08,18.0
2024-08-08,08-12,21.05
2024-08-08,12-16,22.12
2024-08-08,16-20,21.28
2024-08-08,20-24,19.47
2024-08-09,00-04,17.83
2024-08-09,04-08,16.05
2024-08-09,08-12,20.91
2024-08-09,12-16,26.06
2024-08-09,16-20,27.26
2024-08-09,20-24,21.26
2024-08-10,00-04,18.22
2024-08-10,04-08,17.83
2024-08-10,08-12,23.84
2024-08-10,12-16,27.95
2024-08-10,16-20,28.89
2024-08-10,20-24,22.57
2024-08-11,00-04,19.01
2024-08-11,04-08,17.36
2024-08-11,08-12,24.54
2024-08-11,12-16,29.4
2024-08-11,16-20,30.02
2024-08-11,20-24,23.15
2024-08-12,00-04,19.95
2024-08-12,04-08,18.94
2024-08-12,08-12,25.14
2024-08-12,12-16,30.11
2024-08-12,16-20,27.77
2024-08-12,20-24,24.21
2024-08-13,00-04,21.19
2024-08-13,04-08,20.07
2024-08-13,08-12,24.07
2024-08-13,12-16,29.65
2024-08-13,16-20,26.09
2024-08-13,20-24,17.77
2024-08-14,00-04,17.11
2024-08-14,04-08,16.07
2024-08-14,08-12,23.39
2024-08-14,12-16,29.11
2024-08-14,16-20,26.87
2024-08-14,20-24,17.38
2024-08-15,00-04,16.79
2024-08-15,04-08,15.93
2024-08-15,08-12,21.82
2024-08-15,12-16,26.61
2024-08-15,16-20,27.3
2024-08-15,20-24,22.15
2024-08-16,00-04,19.01
2024-08-16,04-08,18.56
2024-08-16,08-12,24.39
2024-08-16,12-16,27.75
2024-08-16,16-20,26.94
2024-08-16,20-24,23.34
2024-08-17,00-04,21.12
2024-08-17,04-08,19.17
2024-08-17,08-12,20.99
2024-08-17,12-16,24.65
2024-08-17,16-20,24.82
2024-08-17,20-24,20.17
2024-08-18,00-04,18.17
2024-08-18,04-08,17.46
2024-08-18,08-12,20.99
2024-08-18,12-16,21.0
2024-08-18,16-20,18.25
2024-08-18,20-24,16.66
2024-08-19,00-04,16.11
2024-08-19,04-08,14.85
2024-08-19,08-12,14.38
2024-08-19,12-16,16.14
2024-08-19,16-20,17.61
2024-08-19,20-24,16.1
2024-08-20,00-04,14.98
2024-08-20,04-08,15.0
2024-08-20,08-12,17.53
2024-08-20,12-16,19.68
2024-08-20,16-20,19.86
2024-08-20,20-24,17.47
2024-08-21,00-04,16.67
2024-08-21,04-08,17.16
2024-08-21,08-12,21.46
2024-08-21,12-16,22.13
2024-08-21,16-20,20.21
2024-08-21,20-24,16.73
2024-08-22,00-04,14.19
2024-08-22,04-08,12.27
2024-08-22,08-12,17.02
2024-08-22,12-16,21.86
2024-08-22,16-20,22.97
2024-08-22,20-24,17.42
2024-08-23,00-04,14.31
2024-08-23,04-08,13.22
2024-08-23,08-12,21.94
2024-08-23,12-16,28.31
2024-08-23,16-20,28.58
2024-08-23,20-24,20.73
2024-08-24,00-04,16.6
2024-08-24,04-08,14.7
2024-08-24,08-12,22.78
2024-08-24,12-16,29.07
2024-08-24,16-20,29.25
2024-08-24,20-24,22.9
2024-08-25,00-04,23.72
2024-08-25,04-08,22.13
2024-08-25,08-12,18.93
2024-08-25,12-16,13.76
2024-08-25,16-20,12.63
2024-08-25,20-24,12.18
2024-08-26,00-04,11.63
2024-08-26,04-08,12.64
2024-08-26,08-12,14.11
2024-08-26,12-16,16.25
2024-08-26,16-20,15.85
2024-08-26,20-24,15.38
2024-08-27,00-04,15.26
2024-08-27,04-08,15.46
2024-08-27,08-12,17.88
2024-08-27,12-16,22.11
2024-08-27,16-20,22.83
2024-08-27,20-24,17.99
2024-08-28,00-04,15.32
2024-08-28,04-08,14.03
2024-08-28,08-12,21.2
2024-08-28,12-16,27.24
2024-08-28,16-20,27.61
2024-08-28,20-24,22.46
2024-08-29,00-04,19.67
2024-08-29,04-08,16.25
2024-08-29,08-12,22.8
2024-08-29,12-16,28.37
2024-08-29,16-20,28.64
2024-08-29,20-24,20.52
2024-08-30,00-04,16.7
2024-08-30,04-08,15.72
2024-08-30,08-12,22.48
2024-08-30,12-16,28.42
2024-08-30,16-20,28.88
2024-08-30,20-24,21.07
2024-08-31,00-04,17.13
2024-08-31,04-08,15.69
2024-08-31,08-12,23.02
2024-08-31,12-16,28.24
2024-08-31,16-20,27.91
2024-08-31,20-24,21.69
2024-09-01,00-04,18.6
2024-09-01,04-08,17.0
2024-09-01,08-12,22.19
2024-09-01,12-16,27.44
2024-09-01,16-20,27.18
2024-09-01,20-24,22.37
2024-09-02,00-04,19.68
2024-09-02,04-08,19.08
2024-09-02,08-12,22.92
2024-09-02,12-16,26.37
2024-09-02,16-20,25.8
2024-09-02,20-24,20.59
2024-09-03,00-04,16.09
2024-09-03,04-08,16.24
2024-09-03,08-12,21.59
2024-09-03,12-16,26.59
2024-09-03,16-20,25.93
2024-09-03,20-24,20.78
2024-09-04,00-04,19.11
2024-09-04,04-08,18.39
2024-09-04,08-12,23.54
2024-09-04,12-16,27.53
2024-09-04,16-20,25.94
2024-09-04,20-24,17.52
2024-09-05,00-04,15.06
2024-09-05,04-08,13.56
2024-09-05,08-12,20.54
2024-09-05,12-16,28.71
2024-09-05,16-20,26.7
2024-09-05,20-24,22.94
2024-09-06,00-04,19.42
2024-09-06,04-08,18.67
2024-09-06,08-12,16.97
2024-09-06,12-16,20.6
2024-09-06,16-20,22.62
2024-09-06,20-24,17.59
2024-09-07,00-04,14.99
2024-09-07,04-08,13.78
2024-09-07,08-12,20.36
2024-09-07,12-16,25.93
2024-09-07,16-20,26.23
2024-09-07,20-24,19.13
2024-09-08,00-04,15.77
2024-09-08,04-08,14.38
2024-09-08,08-12,21.9
2024-09-08,12-16,25.55
2024-09-08,16-20,20.95
2024-09-08,20-24,18.94
2024-09-09,00-04,15.59
2024-09-09,04-08,13.86
2024-09-09,08-12,14.01
2024-09-09,12-16,16.96
2024-09-09,16-20,17.81
2024-09-09,20-24,15.98
2024-09-10,00-04,16.09
2024-09-10,04-08,15.35
2024-09-10,08-12,16.48
2024-09-10,12-16,18.13
2024-09-10,16-20,16.75
2024-09-10,20-24,12.84
2024-09-11,00-04,11.5
2024-09-11,04-08,10.51
2024-09-11,08-12,15.5
2024-09-11,12-16,19.33
2024-09-11,16-20,15.73
2024-09-11,20-24,11.39
2024-09-12,00-04,8.52
2024-09-12,04-08,7.74
2024-09-12,08-12,7.9
2024-09-12,12-16,8.4
2024-09-12,16-20,7.53
2024-09-12,20-24,6.77
2024-09-13,00-04,6.23
2024-09-13,04-08,6.14
2024-09-13,08-12,7.2
2024-09-13,12-16,7.62
2024-09-13,16-20,6.95
2024-09-13,20-24,6.65
2024-09-14,00-04,6.86
2024-09-14,04-08,6.76
2024-09-14,08-12,5.3
2024-09-14,12-16,4.32
2024-09-14,16-20,5.41
2024-09-14,20-24,6.72
2024-09-15,00-04,8.1
2024-09-15,04-08,8.07
2024-09-15,08-12,9.31
2024-09-15,12-16,11.33
2024-09-15,16-20,10.0
2024-09-15,20-24,7.67
2024-09-16,00-04,7.4
2024-09-16,04-08,7.72
2024-09-16,08-12,8.43
2024-09-16,12-16,8.66
2024-09-16,16-20,7.98
2024-09-16,20-24,8.03
2024-09-17,00-04,7.96
2024-09-17,04-08,7.93
2024-09-17,08-12,10.91
2024-09-17,12-16,15.21
2024-09-17,16-20,15.23
2024-09-17,20-24,9.67
2024-09-18,00-04,6.8
2024-09-18,04-08,4.67
2024-09-18,08-12,10.96
2024-09-18,12-16,18.77
2024-09-18,16-20,18.71
2024-09-18,20-24,13.89
2024-09-19,00-04,9.06
2024-09-19,04-08,6.93
2024-09-19,08-12,12.59
2024-09-19,12-16,18.67
2024-09-19,16-20,18.94
2024-09-19,20-24,12.87
2024-09-20,00-04,9.46
2024-09-20,04-08,8.2
2024-09-20,08-12,13.61
2024-09-20,12-16,19.67
2024-09-20,16-20,19.27
2024-09-20,20-24,12.72
2024-09-21,00-04,9.42
2024-09-21,04-08,7.51
2024-09-21,08-12,14.65
2024-09-21,12-16,22.02
2024-09-21,16-20,20.52
2024-09-21,20-24,12.96
2024-09-22,00-04,9.32
2024-09-22,04-08,7.24
2024-09-22,08-12,14.96
2024-09-22,12-16,21.43
2024-09-22,16-20,19.76
2024-09-22,20-24,13.43
2024-09-23,00-04,10.54
2024-09-23,04-08,11.06
2024-09-23,08-12,16.25
2024-09-23,12-16,21.49
2024-09-23,16-20,20.35
2024-09-23,20-24,15.72
2024-09-24,00-04,13.49
2024-09-24,04-08,11.62
2024-09-24,08-12,14.53
2024-09-24,12-16,18.81
2024-09-24,16-20,16.89
2024-09-24,20-24,12.54
2024-09-25,00-04,10.72
2024-09-25,04-08,11.32
2024-09-25,08-12,15.18
2024-09-25,12-16,20.04
2024-09-25,16-20,18.74
2024-09-25,20-24,13.49
2024-09-26,00-04,12.74
2024-09-26,04-08,12.44
2024-09-26,08-12,16.47
2024-09-26,12-16,21.92
2024-09-26,16-20,18.65
2024-09-26,20-24,14.32
2024-09-27,00-04,13.99
2024-09-27,04-08,13.0
2024-09-27,08-12,15.21
2024-09-27,12-16,16.27
2024-09-27,16-20,13.06
2024-09-27,20-24,9.82
2024-09-28,00-04,9.04
2024-09-28,04-08,9.38
2024-09-28,08-12,10.72
2024-09-28,12-16,12.1
2024-09-28,16-20,9.98
2024-09-28,20-24,8.83
2024-09-29,00-04,7.91
2024-09-29,04-08,6.72
2024-09-29,08-12,9.99
2024-09-29,12-16,13.15
2024-09-29,16-20,12.05
2024-09-29,20-24,8.51
2024-09-30,00-04,5.09
2024-09-30,04-08,5.05
2024-09-30,08-12,9.06
2024-09-30,12-16,13.77
2024-09-30,16-20,14.58
2024-09-30,20-24,11.69
2024-10-01,00-04,10.55
2024-10-01,04-08,11.32
2024-10-01,08-12,14.25
2024-10-01,12-16,17.43
2024-10-01,16-20,14.21
2024-10-01,20-24,13.16
2024-10-02,00-04,12.2
2024-10-02,04-08,11.6
2024-10-02,08-12,12.42
2024-10-02,12-16,13.04
2024-10-02,16-20,11.74
2024-10-02,20-24,9.67
2024-10-03,00-04,6.25
2024-10-03,04-08,4.11
2024-10-03,08-12,6.69
2024-10-03,12-16,9.78
2024-10-03,16-20,10.91
2024-10-03,20-24,9.31
2024-10-04,00-04,8.18
2024-10-04,04-08,7.82
2024-10-04,08-12,8.24
2024-10-04,12-16,8.67
2024-10-04,16-20,8.75
2024-10-04,20-24,8.17
2024-10-05,00-04,7.81
2024-10-05,04-08,7.46
2024-10-05,08-12,8.55
2024-10-05,12-16,10.44
2024-10-05,16-20,9.36
2024-10-05,20-24,8.33
2024-10-06,00-04,7.33
2024-10-06,04-08,6.07
2024-10-06,08-12,8.94
2024-10-06,12-16,13.92
2024-10-06,16-20,12.31
2024-10-06,20-24,8.09
2024-10-07,00-04,9.18
2024-10-07,04-08,11.0
2024-10-07,08-12,13.83
2024-10-07,12-16,19.43
2024-10-07,16-20,18.83
2024-10-07,20-24,12.01
2024-10-08,00-04,10.58
2024-10-08,04-08,11.12
2024-10-08,08-12,14.45
2024-10-08,12-16,19.45
2024-10-08,16-20,17.77
2024-10-08,20-24,12.83
2024-10-09,00-04,12.08
2024-10-09,04-08,11.14
2024-10-09,08-12,14.02
2024-10-09,12-16,19.03
2024-10-09,16-20,19.38
2024-10-09,20-24,19.58
2024-10-10,00-04,19.55
2024-10-10,04-08,18.38
2024-10-10,08-12,13.17
2024-10-10,12-16,12.35
2024-10-10,16-20,11.87
2024-10-10,20-24,12.03
2024-10-11,00-04,11.44
2024-10-11,04-08,10.01
2024-10-11,08-12,11.87
2024-10-11,12-16,11.51
2024-10-11,16-20,10.58
2024-10-11,20-24,7.55
2024-10-12,00-04,3.42
2024-10-12,04-08,2.44
2024-10-12,08-12,6.37
2024-10-12,12-16,14.78
2024-10-12,16-20,14.18
2024-10-12,20-24,11.33
2024-10-13,00-04,11.91
2024-10-13,04-08,11.74
2024-10-13,08-12,15.5
2024-10-13,12-16,12.92
2024-10-13,16-20,10.25
2024-10-13,20-24,9.73
2024-10-14,00-04,9.47
2024-10-14,04-08,9.19
2024-10-14,08-12,11.44
2024-10-14,12-16,15.47
2024-10-15,04-08,11.82
2024-10-15,08-12,12.79
2024-10-15,12-16,15.18
2024-10-15,16-20,14.3
2024-10-15,20-24,12.3
2024-10-16,00-04,11.42
2024-10-16,04-08,10.65
2024-10-16,08-12,10.78
2024-10-16,12-16,16.05
2024-10-16,16-20,16.12
2024-10-16,20-24,13.0
2024-10-17,00-04,10.84
2024-10-17,04-08,8.87
2024-10-17,08-12,12.52
2024-10-17,12-16,20.67
2024-10-17,16-20,19.51
2024-10-17,20-24,12.77
2024-10-18,00-04,9.64
2024-10-18,04-08,8.56
2024-10-18,08-12,10.61
2024-10-18,12-16,12.8
2024-10-18,16-20,13.39
2024-10-18,20-24,11.36
2024-10-19,00-04,9.82
2024-10-19,04-08,10.12
2024-10-19,08-12,11.04
2024-10-19,12-16,15.84
2024-10-19,16-20,14.98
2024-10-19,20-24,13.17
2024-10-20,00-04,12.16
2024-10-20,04-08,11.15
2024-10-20,08-12,11.73
2024-10-20,12-16,13.87
2024-10-20,16-20,13.13
2024-10-20,20-24,12.21
2024-10-21,00-04,10.91
2024-10-21,04-08,11.34
2024-10-21,08-12,12.33
2024-10-21,12-16,17.63
2024-10-21,16-20,15.94
2024-10-21,20-24,12.35
2024-10-22,00-04,11.32
2024-10-22,04-08,9.37
2024-10-22,08-12,13.05
2024-10-22,12-16,17.98
2024-10-22,16-20,17.01
2024-10-22,20-24,14.77
2024-10-23,00-04,13.62
2024-10-23,04-08,12.85
2024-10-23,08-12,12.09
2024-10-23,12-16,12.2
2024-10-23,16-20,11.96
2024-10-23,20-24,11.4
2024-10-24,00-04,10.9
2024-10-24,04-08,10.58
2024-10-24,08-12,10.97
2024-10-24,12-16,12.68
2024-10-24,16-20,12.44
2024-10-24,20-24,11.81
2024-10-25,00-04,11.16
2024-10-25,04-08,10.26
2024-10-25,08-12,11.65
2024-10-25,12-16,13.71
2024-10-25,16-20,12.63
2024-10-25,20-24,11.76
2024-10-26,00-04,11.25
2024-10-26,04-08,10.42
2024-10-26,08-12,10.48
2024-10-26,12-16,11.91
2024-10-26,16-20,11.61
2024-10-26,20-24,11.34
2024-10-27,00-04,10.79
2024-10-27,04-08,10.25
2024-10-27,08-12,12.25
2024-10-27,12-16,17.55
2024-10-27,16-20,13.22
2024-10-27,20-24,10.87
2024-10-28,00-04,9.89
2024-10-28,04-08,10.01
2024-10-28,08-12,12.24
2024-10-28,12-16,15.77
2024-10-28,16-20,12.18
2024-10-28,20-24,9.53
2024-10-29,00-04,8.9
2024-10-29,04-08,6.79
2024-10-29,08-12,10.49
2024-10-29,12-16,17.07
2024-10-29,16-20,12.99
2024-10-29,20-24,8.63
2024-10-30,00-04,6.35
2024-10-30,04-08,6.2
2024-10-30,08-12,12.86
2024-10-30,12-16,16.78
2024-10-30,16-20,12.45
2024-10-30,20-24,10.24
2024-10-31,00-04,10.24
2024-10-31,04-08,9.6
2024-10-31,08-12,11.43
2024-10-31,12-16,13.23
2024-10-31,16-20,12.14
2024-10-31,20-24,10.84
2024-11-01,00-04,8.13
2024-11-01,04-08,6.71
2024-11-01,08-12,10.79
2024-11-01,12-16,16.01
2024-11-01,16-20,10.8
2024-11-01,20-24,5.97
2024-11-02,00-04,4.31
2024-11-02,04-08,5.23
2024-11-02,08-12,7.65
2024-11-02,12-16,8.58
2024-11-02,16-20,8.3
2024-11-02,20-24,7.69
2024-11-03,00-04,7.71
2024-11-03,04-08,7.54
2024-11-03,08-12,8.77
2024-11-03,12-16,10.35
2024-11-03,16-20,8.77
2024-11-03,20-24,8.0
2024-11-04,00-04,5.52
2024-11-04,04-08,4.64
2024-11-04,08-12,6.98
2024-11-04,12-16,9.72
2024-11-04,16-20,6.68
2024-11-04,20-24,6.08
2024-11-05,00-04,4.46
2024-11-05,04-08,4.16
2024-11-05,08-12,5.9
2024-11-05,12-16,10.23
2024-11-05,16-20,6.77
2024-11-05,20-24,5.3
2024-11-06,00-04,4.58
2024-11-06,04-08,3.29
2024-11-06,08-12,6.62
2024-11-06,12-16,13.24
2024-11-06,16-20,9.5
2024-11-06,20-24,6.6
2024-11-07,00-04,6.17
2024-11-07,04-08,6.01
2024-11-07,08-12,6.23
2024-11-07,12-16,6.19
2024-11-07,16-20,5.76
2024-11-07,20-24,5.19
2024-11-08,00-04,4.36
2024-11-08,04-08,4.03
2024-11-08,08-12,5.06
2024-11-08,12-16,6.18
2024-11-08,16-20,5.52
2024-11-08,20-24,4.39
2024-11-09,00-04,3.94
2024-11-09,04-08,4.02
2024-11-09,08-12,4.87
2024-11-09,12-16,7.85
2024-11-09,16-20,5.98
2024-11-09,20-24,4.94
2024-11-10,00-04,4.44
2024-11-10,04-08,3.68
2024-11-10,08-12,4.22
2024-11-10,12-16,5.36
2024-11-10,16-20,5.16
2024-11-10,20-24,4.26
2024-11-11,00-04,3.1
2024-11-11,04-08,2.84
2024-11-11,08-12,3.46
2024-11-11,12-16,5.21
2024-11-11,16-20,4.23
2024-11-11,20-24,3.45
2024-11-12,00-04,3.13
2024-11-12,04-08,3.14
2024-11-12,08-12,3.66
2024-11-12,12-16,4.27
2024-11-12,16-20,3.15
2024-11-12,20-24,2.56
2024-11-13,00-04,1.63
2024-11-13,04-08,1.37
2024-11-13,08-12,1.82
2024-11-13,12-16,2.01
2024-11-13,16-20,1.34
2024-11-13,20-24,0.32
2024-11-14,00-04,0.35
2024-11-14,04-08,0.49
2024-11-14,08-12,2.42
2024-11-14,12-16,6.5
2024-11-14,16-20,3.78
2024-11-14,20-24,3.68
2024-11-15,00-04,3.47
2024-11-15,04-08,3.16
2024-11-15,08-12,4.69
2024-11-15,12-16,7.62
2024-11-15,16-20,4.25
2024-11-15,20-24,0.42
2024-11-16,00-04,-1.62
2024-11-16,04-08,-2.81
2024-11-16,08-12,2.77
2024-11-16,12-16,9.87
2024-11-16,16-20,3.56
2024-11-16,20-24,-0.97
2024-11-17,00-04,-2.22
2024-11-17,04-08,-2.73
2024-11-17,08-12,-1.89
2024-11-17,12-16,5.55
2024-11-17,16-20,8.65
2024-11-17,20-24,7.25
2024-11-18,00-04,4.75
2024-11-18,04-08,3.98
2024-11-18,08-12,7.78
2024-11-18,12-16,10.94
2024-11-18,16-20,9.58
2024-11-18,20-24,6.43
2024-11-19,00-04,5.81
2024-11-19,04-08,4.73
2024-11-19,08-12,6.94
2024-11-19,12-16,8.63
2024-11-19,16-20,7.76
2024-11-19,20-24,6.83
2024-11-20,00-04,6.84
2024-11-20,04-08,3.58
2024-11-20,08-12,1.49
2024-11-20,12-16,4.01
2024-11-20,16-20,2.16
2024-11-20,20-24,1.79
2024-11-21,00-04,1.49
2024-11-21,04-08,1.41
2024-11-21,08-12,3.05
2024-11-21,12-16,3.57
2024-11-21,16-20,2.19
2024-11-21,20-24,-0.14
2024-11-22,00-04,-0.65
2024-11-22,04-08,-1.05
